172.26.32.203;1/1/5;95000
172.26.32.203;1/1/6;95000
172.26.32.203;1/1/7;950000
172.26.32.206;1/1/1;Default
172.26.32.206;1/1/2;Default
172.26.32.206;1/1/5;95000
172.26.32.206;1/1/7;950000
172.26.32.20;1/1/4;Default
172.26.32.20;1/1/5;Default
172.26.32.20;1/1/6;Default
172.26.32.20;1/1/7;95000
172.26.32.20;1/2/1;95000
172.26.32.20;1/1/1;950000
172.26.32.204;1/1/1;Default
172.26.32.204;1/1/2;Default
172.26.32.204;1/1/5;95000
172.26.32.204;1/1/6;95000
172.26.32.204;1/1/7;950000
172.26.32.248;1/1/3;Default
172.26.32.248;1/1/4;Default
172.26.32.248;1/1/5;Default
172.26.32.248;1/1/6;Default
172.26.32.205;1/1/1;Default
172.26.32.205;1/1/2;Default
172.26.32.205;1/1/5;95000
172.26.32.205;1/1/6;950000
172.26.32.205;1/1/7;95000
172.26.32.213;1/1/1;Default
172.26.32.213;1/1/5;95000
172.26.32.213;1/1/7;950000
172.26.32.45;1/1/1;Default
172.26.32.45;1/1/2;146450
172.26.32.45;1/1/3;950000
172.26.32.45;1/1/4;Default
172.26.32.45;1/1/9;Default
172.26.32.209;1/1/1;Default
172.26.32.209;1/1/2;Default
172.26.32.209;1/1/5;95000
172.26.32.209;1/1/6;95000
172.26.32.209;1/1/7;950000
172.26.32.42;1/1/1;146450
172.26.32.42;1/1/2;259350
172.26.32.42;1/1/5;Default
172.26.32.207;1/1/1;Default
172.26.32.207;1/1/2;Default
172.26.32.207;1/1/3;950000
172.26.32.207;1/1/8;Default
172.26.32.207;1/1/10;95000
172.26.32.207;1/1/11;95000
172.26.32.43;1/1/1;Default
172.26.32.43;1/1/2;Default
172.26.32.43;1/1/4;Default
172.26.32.43;1/1/9;Default
172.26.32.21;1/1/1;Default
172.26.32.21;1/1/2;Default
172.26.32.21;1/1/5;95000
172.26.32.21;1/1/6;95000
172.26.32.21;1/1/7;950000
172.26.32.219;1/1/7;Default
172.26.32.219;1/1/8;Default
172.26.32.219;1/2/7;Default
172.26.32.219;1/2/8;Default
172.26.32.219;1/3/7;Default
172.26.32.225;1/1/1;Default
172.26.32.225;1/1/5;95000
172.26.32.247;1/1/5;Default
172.26.32.247;1/1/9;Default
172.26.32.215;1/1/7;Default
172.26.32.215;1/1/8;950000
172.26.32.215;1/2/1;95000
172.26.32.215;1/2/7;Default
172.26.32.215;1/2/8;Default
172.26.32.201;1/1/1;Default
172.26.32.201;1/1/5;Default
172.26.32.201;1/1/6;Default
172.26.32.201;1/1/7;Default
172.26.32.201;1/1/8;Default
172.26.32.201;1/2/6;Default
172.26.32.201;1/2/7;Default
172.26.32.201;1/2/8;Default
172.26.32.201;1/3/7;Default
172.26.32.201;1/3/8;Default
172.26.32.201;1/4/7;Default
172.26.32.222;1/1/1;259350
172.26.32.222;1/1/5;95000
172.26.32.222;1/1/7;950000
172.26.32.191;1/1/1;Default
172.26.32.191;1/1/2;Default
172.26.32.191;1/1/3;Default
172.26.32.191;1/1/9;Default
172.26.32.200;1/1/1;Default
172.26.32.200;1/1/6;Default
172.26.32.200;1/1/7;Default
172.26.32.200;1/1/8;Default
172.26.32.200;1/2/6;Default
172.26.32.200;1/2/7;Default
172.26.32.200;1/2/8;Default
172.26.32.200;1/3/2;Default
172.26.32.200;1/3/7;Default
172.26.32.200;1/3/8;Default
172.26.32.200;1/4/7;Default
172.26.32.200;1/4/8;Default
172.26.41.3;1/1/1;Default
172.26.41.3;1/1/2;Default
172.26.32.220;1/1/1;Default
172.26.41.3;1/1/3;Default
172.26.32.220;1/1/2;Default
172.26.41.3;1/1/10;Default
172.26.32.220;1/1/5;Default
172.26.41.3;1/2/10;Default
172.26.32.220;1/1/7;950000
172.26.32.208;1/1/1;Default
172.26.32.208;1/1/2;Default
172.26.32.208;1/1/3;Default
172.26.32.208;1/1/9;Default
172.26.32.208;1/1/10;Default
172.26.32.208;1/1/11;Default
172.26.32.208;1/1/12;Default
172.26.32.210;1/1/1;Default
172.26.32.210;1/1/2;Default
172.26.32.210;1/1/3;950000
172.26.32.210;1/1/4;Default
172.26.32.210;1/1/5;95000
172.26.32.210;1/1/7;950000
172.26.32.227;1/1/1;80750
172.26.32.227;1/1/5;95000
172.26.32.227;1/1/7;950000
172.26.32.22;1/1/1;Default
172.26.32.22;1/1/2;Default
172.26.32.22;1/1/3;Default
172.26.32.22;1/1/5;95000
172.26.32.22;1/1/7;950000
172.26.32.224;1/1/3;137750
172.26.32.224;1/1/4;263150
172.26.32.224;1/1/5;95000
172.26.32.224;1/1/7;950000
172.26.32.237;1/1/1;Default
172.26.32.237;1/1/5;Default
172.26.32.212;1/1/7;Default
172.26.32.212;1/1/8;950000
172.26.32.212;1/2/7;Default
172.26.32.212;1/2/8;950000
172.26.32.212;1/3/7;950000
172.26.32.212;1/3/8;Default
172.26.32.212;1/4/7;Default
172.26.32.212;1/4/8;Default
172.26.41.4;1/1/1;Default
172.26.41.4;1/1/2;Default
172.26.41.4;1/1/3;Default
172.26.41.4;1/1/10;Default
172.26.41.4;1/2/10;Default
172.26.32.223;1/1/1;142500
172.26.32.223;1/1/2;104500
172.26.32.223;1/1/5;95000
172.26.32.223;1/1/6;95000
172.26.32.223;1/1/7;950000
172.26.32.228;1/1/1;Default
172.26.32.228;1/1/2;Default
172.26.32.228;1/1/5;95000
172.26.32.228;1/1/7;Default
172.26.32.230;1/1/1;150000
172.26.32.230;1/1/5;95000
172.26.32.230;1/1/6;95000
172.26.32.230;1/1/7;950000
172.26.32.231;1/1/1;116850
172.26.32.231;1/1/9;Default
172.26.32.242;1/1/1;Default
172.26.32.242;1/1/3;Default
172.26.32.242;1/1/4;Default
172.26.32.242;1/1/9;Default
172.26.32.242;1/1/10;Default
172.26.32.226;1/1/1;Default
172.26.32.226;1/1/2;Default
172.26.32.226;1/1/3;116850
172.26.32.226;1/1/5;95000
172.26.32.226;1/1/7;950000
172.26.32.235;1/1/2;137750
172.26.32.235;1/1/5;95000
172.26.32.235;1/1/6;Default
172.26.32.234;1/1/1;Default
172.26.32.235;1/1/7;950000
172.26.32.234;1/1/2;Default
172.26.32.234;1/1/5;95000
172.26.32.234;1/1/6;950000
172.26.41.5;1/1/1;Default
172.26.41.5;1/1/2;Default
172.26.41.5;1/1/3;Default
172.26.41.5;1/1/9;Default
172.26.32.23;1/1/1;Default
172.26.32.23;1/1/2;Default
172.26.32.23;1/1/5;95000
172.26.32.23;1/1/6;95000
172.26.32.23;1/1/7;950000
172.26.32.240;1/1/1;308750
172.26.32.240;1/1/3;Default
172.26.32.240;1/1/9;Default
172.26.41.12;1/1/1;Default
172.26.41.12;1/1/2;Default
172.26.41.12;1/1/3;Default
172.26.41.12;1/1/9;Default
172.26.41.10;1/1/1;Default
172.26.41.10;1/1/2;Default
172.26.41.10;1/1/5;Default
172.26.41.10;1/1/7;Default
172.26.41.6;1/1/1;Default
172.26.41.6;1/1/2;Default
172.26.41.6;1/1/9;Default
172.26.32.238;1/1/1;Default
172.26.32.238;1/1/2;Default
172.26.32.238;1/1/3;Default
172.26.32.238;1/1/9;Default
172.26.32.238;1/1/10;Default
172.26.32.241;1/1/1;140500
172.26.32.241;1/1/2;308750
172.26.32.241;1/1/3;Default
172.26.32.241;1/1/9;Default
172.26.32.24;1/1/3;Default
172.26.32.24;1/1/4;Default
172.26.32.24;1/1/5;263150
172.26.32.24;1/1/6;95000
172.26.32.24;1/1/5;950000
172.26.41.15;1/1/5;179550
172.26.41.15;1/1/6;Default
172.26.41.15;1/1/7;Default
172.26.41.8;1/1/1;Default
172.26.41.8;1/1/2;Default
172.26.41.8;1/1/3;Default
172.26.41.8;1/1/9;Default
172.26.32.28;1/1/1;Default
172.26.32.28;1/1/2;Default
172.26.32.28;1/1/5;95000
172.26.32.28;1/1/6;95000
172.26.41.16;1/1/1;Default
172.26.41.16;1/1/2;179550
172.26.41.16;1/1/3;Default
172.26.41.16;1/1/4;Default
172.26.41.16;1/1/9;Default
172.26.41.16;1/1/10;Default
172.26.34.113;1/1/1;142500
172.26.34.113;1/1/5;Default
172.26.41.11;1/1/1;Default
172.26.41.11;1/1/2;Default
172.26.41.11;1/1/3;Default
172.26.41.11;1/1/9;Default
172.26.41.7;1/1/1;145920
172.26.41.7;1/1/2;Default
172.26.41.7;1/1/3;Default
172.26.41.7;1/1/4;Default
172.26.41.7;1/1/5;95000
172.26.41.7;1/1/6;95000
172.26.41.7;1/1/7;950000
172.26.32.26;1/1/1;Default
172.26.32.26;1/1/2;Default
172.26.32.26;1/1/5;95000
172.26.32.26;1/1/6;95000
172.26.32.26;1/1/7;Default
172.26.32.29;1/1/1;Default
172.26.32.29;1/1/2;Default
172.26.32.29;1/1/5;95000
172.26.32.29;1/1/7;Default
172.26.32.31;1/1/1;Default
172.26.32.31;1/1/2;Default
172.26.32.31;1/1/5;95000
172.26.32.31;1/1/7;Default
172.26.32.246;1/1/1;Default
172.26.32.27;1/1/1;Default
172.26.32.27;1/1/2;Default
172.26.32.27;1/1/5;95000
172.26.32.27;1/1/6;95000
172.26.32.27;1/1/7;950000
172.26.32.32;1/1/1;Default
172.26.32.32;1/1/2;Default
172.26.32.32;1/1/5;95000
172.26.32.32;1/1/7;950000
172.26.32.33;1/1/1;Default
172.26.32.33;1/1/2;Default
172.26.32.33;1/1/3;950000
172.26.32.33;1/1/9;Default
172.26.34.114;1/1/1;143000
172.26.34.114;1/1/4;950000
172.26.34.114;1/1/9;Default
172.26.32.34;1/1/1;Default
172.26.32.34;1/1/2;Default
172.26.32.34;1/1/3;Default
172.26.32.34;1/1/9;95000
172.26.34.117;1/1/1;87400
172.26.34.117;1/1/3;Default
172.26.34.117;1/1/9;Default
172.26.32.36;1/1/1;Default
172.26.32.36;1/1/2;Default
172.26.32.36;1/1/3;Default
172.26.32.36;1/1/9;Default
172.26.32.35;1/1/1;Default
172.26.32.35;1/1/2;Default
172.26.32.35;1/1/3;950000
172.26.32.35;1/1/9;95000
172.26.32.38;1/1/1;Default
172.26.32.38;1/1/2;Default
172.26.32.38;1/1/4;Default
172.26.32.38;1/1/9;Default
172.26.32.50;1/1/1;Default
172.26.32.50;1/1/2;Default
172.26.32.50;1/1/5;Default
172.26.32.50;1/1/7;Default
172.26.32.6;1/1/1;Default
172.26.32.6;1/1/2;Default
172.26.32.6;1/1/5;95000
172.26.32.6;1/1/7;950000
172.26.32.7;1/1/1;Default
172.26.32.7;1/1/2;Default
172.26.32.7;1/1/5;95000
172.26.32.7;1/1/7;950000
172.26.32.5;1/1/1;Default
172.26.32.5;1/1/2;Default
172.26.32.5;1/1/5;95000
172.26.32.5;1/1/7;95000
172.26.32.5;1/1/1;950000
172.26.32.8;1/1/1;Default
172.26.32.8;1/1/2;Default
172.26.32.8;1/1/4;950000
172.26.32.8;1/1/5;95000
172.26.32.8;1/1/6;95000
172.26.41.9;1/1/1;Default
172.26.34.115;1/1/1;700150
172.26.41.9;1/1/3;Default
172.26.34.115;1/1/2;95000
172.26.41.9;1/1/4;Default
172.26.34.115;1/1/3;143000
172.26.41.9;1/1/5;Default
172.26.34.115;1/1/4;142500
172.26.41.9;1/1/6;Default
172.26.34.115;1/1/5;142500
172.26.41.9;1/1/7;Default
172.26.34.115;1/1/6;87400
172.26.34.115;1/1/7;Default
172.26.34.115;1/1/8;Default
172.26.34.115;1/1/11;Default
172.26.33.101;1/1/1;Default
172.26.33.101;1/1/2;Default
172.26.33.101;1/1/5;Default
172.26.33.101;1/1/7;950000
172.26.33.103;1/1/1;Default
172.26.33.103;1/1/2;Default
172.26.33.103;1/1/5;95000
172.26.33.103;1/1/7;950000
172.26.33.10;1/1/1;Default
172.26.33.10;1/1/2;Default
172.26.33.10;1/1/5;95000
172.26.33.10;1/1/6;Default
172.26.33.10;1/1/7;950000
172.26.33.121;1/1/1;Default
172.26.33.121;1/1/5;95000
172.26.33.121;1/1/7;950000
172.26.33.11;1/1/1;Default
172.26.33.11;1/1/2;Default
172.26.33.11;1/1/5;95000
172.26.33.11;1/1/7;950000
172.26.32.44;1/1/1;Default
172.26.32.44;1/1/2;Default
172.26.32.44;1/1/3;Default
172.26.32.44;1/1/4;Default
172.26.33.102;1/1/1;Default
172.26.32.44;1/1/5;Default
172.26.33.102;1/1/2;Default
172.26.32.44;1/1/6;Default
172.26.33.102;1/1/5;95000
172.26.32.44;1/1/7;Default
172.26.33.102;1/1/6;95000
172.26.32.44;1/1/8;Default
172.26.33.102;1/1/7;950000
172.26.32.44;1/1/9;Default
172.26.32.44;1/1/10;Default
172.26.32.44;1/1/11;Default
172.26.32.44;1/1/12;Default
172.26.32.46;1/1/1;Default
172.26.32.46;1/1/2;Default
172.26.32.46;1/1/3;Default
172.26.32.46;1/1/9;Default
172.26.33.104;1/1/1;Default
172.26.33.104;1/1/2;Default
172.26.33.104;1/1/5;95000
172.26.33.104;1/1/6;Default
172.26.33.104;1/1/7;950000
172.26.32.9;1/1/1;Default
172.26.32.9;1/1/2;Default
172.26.32.9;1/1/3;Default
172.26.32.9;1/1/4;Default
172.26.32.9;1/1/9;Default
172.26.32.9;1/1/10;Default
172.26.32.9;1/1/11;Default
172.26.33.12;1/1/1;Default
172.26.33.12;1/1/2;Default
172.26.33.12;1/1/4;950000
172.26.33.12;1/1/9;95000
172.26.33.12;1/1/10;95000
172.26.33.122;1/1/1;Default
172.26.33.122;1/1/5;95000
172.26.33.122;1/1/6;95000
172.26.33.122;1/1/7;950000
172.26.33.123;1/1/1;Default
172.26.33.123;1/1/5;95000
172.26.33.123;1/1/6;95000
172.26.33.123;1/1/7;950000
172.26.33.112;1/1/1;Default
172.26.33.112;1/1/2;Default
172.26.33.112;1/1/3;950000
172.26.33.112;1/1/5;Default
172.26.33.112;1/1/9;Default
172.26.33.130;1/1/1;Default
172.26.33.130;1/1/2;Default
172.26.33.130;1/1/5;95000
172.26.33.130;1/1/6;95000
172.26.33.124;1/1/1;Default
172.26.33.124;1/1/3;Default
172.26.33.124;1/1/5;95000
172.26.33.124;1/1/7;950000
172.26.33.129;1/1/1;Default
172.26.33.129;1/1/2;Default
172.26.33.129;1/1/5;95000
172.26.33.129;1/1/7;950000
172.26.33.131;1/1/1;Default
172.26.33.131;1/1/2;Default
172.26.33.131;1/1/5;95000
172.26.33.131;1/1/7;950000
172.26.33.133;1/1/1;Default
172.26.33.133;1/1/2;Default
172.26.33.133;1/1/5;95000
172.26.33.133;1/1/7;950000
172.26.33.163;1/1/1;Default
172.26.33.163;1/1/4;Default
172.26.33.137;1/1/1;Default
172.26.33.137;1/1/2;Default
172.26.33.137;1/1/5;95000
172.26.33.161;1/1/1;Default
172.26.33.161;1/1/2;Default
172.26.33.132;1/1/1;Default
172.26.33.161;1/1/3;Default
172.26.33.132;1/1/2;Default
172.26.33.161;1/1/9;Default
172.26.33.132;1/1/5;95000
172.26.33.132;1/1/6;95000
172.26.33.132;1/1/7;950000
172.26.33.134;1/1/1;Default
172.26.33.134;1/1/2;Default
172.26.33.134;1/1/5;95000
172.26.33.134;1/1/6;Default
172.26.32.3;1/1/1;Default
172.26.32.3;1/1/2;Default
172.26.32.3;1/1/3;Default
172.26.32.3;1/1/4;Default
172.26.32.3;1/1/5;Default
172.26.32.3;1/1/6;Default
172.26.32.3;1/1/7;Default
172.26.32.3;1/1/9;Default
172.26.32.3;1/1/10;Default
172.26.32.3;2/1/1;Default
172.26.32.3;2/1/6;Default
172.26.32.3;2/1/7;Default
172.26.32.3;2/1/8;Default
172.26.32.3;2/1/9;Default
172.26.32.3;2/1/10;Default
172.26.32.3;2/2/1;Default
172.26.39.72;1/1/1;Default
172.26.33.136;1/1/1;Default
172.26.33.136;1/1/2;Default
172.26.33.136;1/1/5;95000
172.26.33.136;1/1/7;Default
172.26.33.135;1/1/4;950000
172.26.33.135;1/1/5;95000
172.26.33.135;1/1/6;64600
172.26.33.135;1/1/7;Default
172.26.33.139;1/1/1;Default
172.26.33.139;1/1/2;Default
172.26.33.139;1/1/5;95000
172.26.33.139;1/1/7;950000
172.26.33.142;1/1/5;Default
172.26.33.142;1/1/6;142500
172.26.33.142;1/1/7;950000
172.26.33.99;1/1/1;Default
172.26.33.99;1/1/2;Default
172.26.33.99;1/1/9;Default
172.26.32.4;1/1/1;Default
172.26.32.4;1/1/2;Default
172.26.32.4;1/1/3;Default
172.26.32.4;1/1/4;Default
172.26.32.4;1/1/9;Default
172.26.32.4;1/1/1;Default
172.26.32.4;1/1/2;Default
172.26.32.4;1/1/4;Default
172.26.32.4;1/1/9;Default
172.26.32.4;1/1/1;Default
172.26.32.4;1/1/2;Default
172.26.32.4;1/1/5;Default
172.26.32.4;1/1/1;Default
172.26.32.4;1/1/2;Default
172.26.32.4;1/1/3;Default
172.26.32.4;1/1/4;Default
172.26.33.141;1/1/1;Default
172.26.33.141;1/1/2;Default
172.26.33.141;1/1/5;Default
172.26.33.141;1/1/7;950000
172.26.33.14;1/1/1;Default
172.26.33.14;1/1/7;Default
172.26.33.14;1/1/8;Default
172.26.33.14;1/2/7;Default
172.26.33.14;1/3/7;Default
172.26.33.144;1/1/1;Default
172.26.33.144;1/1/2;Default
172.26.33.144;1/1/5;Default
172.26.33.151;1/1/1;Default
172.26.33.151;1/1/2;Default
172.26.33.151;1/1/3;Default
172.26.33.151;1/1/9;Default
172.26.33.140;1/1/1;95000
172.26.33.140;1/1/7;Default
172.26.33.140;1/1/8;950000
172.26.33.140;1/2/7;Default
172.26.33.140;1/3/7;Default
172.26.33.140;1/3/8;950000
172.26.33.140;1/4/7;Default
172.26.33.140;1/4/8;950000
172.26.33.164;1/1/1;Default
172.26.33.164;1/1/2;Default
172.26.33.164;1/1/3;Default
172.26.33.164;1/1/9;Default
172.26.33.145;1/1/1;Default
172.26.33.145;1/1/2;Default
172.26.33.145;1/1/3;Default
172.26.33.145;1/1/9;Default
172.26.33.148;1/1/1;Default
172.26.33.148;1/1/2;Default
172.26.33.148;1/1/3;Default
172.26.33.148;1/1/9;Default
172.26.33.16;1/1/1;Default
172.26.33.16;1/1/2;Default
172.26.33.16;1/1/3;95000
172.26.33.16;1/1/9;95000
172.26.33.147;1/1/1;Default
172.26.33.147;1/1/2;Default
172.26.33.147;1/1/3;950000
172.26.33.147;1/1/9;Default
172.26.33.147;1/1/10;95000
172.26.33.185;1/1/1;Default
172.26.33.185;1/1/2;Default
172.26.33.185;1/1/5;95000
172.26.33.185;1/1/7;950000
172.26.33.15;1/1/1;Default
172.26.33.15;1/1/2;Default
172.26.33.15;1/1/3;95000
172.26.33.15;1/1/9;95000
172.26.33.15;1/1/1;950000
172.26.33.165;1/1/1;156750
172.26.33.165;1/1/3;Default
172.26.33.165;1/1/4;950000
172.26.33.186;1/1/7;Default
172.26.33.186;1/1/8;Default
172.26.33.186;1/2/7;Default
172.26.33.186;1/2/8;Default
172.26.33.186;1/3/7;Default
172.26.33.186;1/3/8;Default
172.26.33.162;1/1/1;Default
172.26.33.162;1/1/2;Default
172.26.33.162;1/1/3;Default
172.26.33.162;1/1/9;Default
172.26.33.95;1/1/1;Default
172.26.33.95;1/1/2;Default
172.26.33.95;1/1/9;Default
172.26.33.150;1/1/1;Default
172.26.33.150;1/1/2;Default
172.26.33.150;1/1/5;Default
172.26.33.17;1/1/1;Default
172.26.33.17;1/1/2;95000
172.26.33.17;1/1/3;Default
172.26.33.17;1/1/6;64600
172.26.33.17;1/1/7;Default
172.26.33.17;1/1/8;950000
172.26.33.17;1/2/1;Default
172.26.33.17;1/2/7;Default
172.26.33.17;1/3/1;95000
172.26.33.17;1/3/7;156750
172.26.33.192;1/1/3;Default
172.26.33.192;1/1/4;Default
172.26.33.192;1/2/3;Default
172.26.33.192;1/2/8;Default
172.26.33.201;1/1/8;Default
172.26.33.201;1/2/8;Default
172.26.33.201;1/3/7;Default
172.26.33.201;1/4/8;Default
172.26.33.202;1/1/1;Default
172.26.33.202;1/1/5;95000
172.26.33.202;1/1/7;950000
172.26.33.19;1/1/3;Default
172.26.33.19;1/1/4;Default
172.26.33.19;1/2/3;95000
172.26.33.19;1/2/8;95000
172.26.33.19;1/1/1;950000
172.26.33.203;1/1/1;Default
172.26.33.203;1/1/5;95000
172.26.33.203;1/1/7;950000
172.26.33.214;1/1/2;Default
172.26.33.214;1/1/7;950000
172.26.33.206;1/1/5;950000
172.26.33.206;1/1/6;Default
172.26.33.206;1/1/7;950000
172.26.33.205;1/1/1;Default
172.26.33.205;1/1/3;950000
172.26.33.205;1/1/5;95000
172.26.33.205;1/1/7;950000
172.26.33.211;1/1/1;Default
172.26.33.211;1/1/5;95000
172.26.33.211;1/1/7;950000
172.26.33.21;1/1/1;Default
172.26.33.21;1/1/2;Default
172.26.33.21;1/1/5;95000
172.26.33.21;1/1/7;950000
172.26.33.213;1/1/1;Default
172.26.33.213;1/1/5;Default
172.26.33.213;1/1/6;950000
172.26.33.217;1/1/1;Default
172.26.33.217;1/1/5;95000
172.26.33.217;1/1/7;950000
172.26.33.20;1/1/8;Default
172.26.33.20;1/2/8;Default
172.26.33.20;1/1/7;950000
172.26.33.20;1/3/7;Default
172.26.33.20;1/1/8;95000
172.26.33.20;1/2/1;Default
172.26.33.218;1/1/1;Default
172.26.33.218;1/1/5;95000
172.26.33.218;1/1/7;950000
172.26.33.220;1/1/1;Default
172.26.33.220;1/1/5;95000
172.26.33.220;1/1/7;950000
172.26.33.222;1/1/1;Default
172.26.33.222;1/1/5;95000
172.26.33.222;1/1/7;950000
172.26.33.200;1/1/7;Default
172.26.33.200;1/1/8;Default
172.26.33.200;1/2/1;Default
172.26.33.200;1/2/2;Default
172.26.33.200;1/2/8;Default
172.26.33.200;1/3/7;Default
172.26.33.200;1/3/8;Default
172.26.33.200;1/4/7;Default
172.26.33.200;1/4/8;Default
172.26.33.204;1/1/1;Default
172.26.33.204;1/1/3;Default
172.26.33.204;1/1/4;147000
172.26.33.204;1/1/5;950000
172.26.33.204;1/1/6;665000
172.26.33.204;1/1/9;Default
172.26.33.22;1/1/1;Default
172.26.33.22;1/1/2;Default
172.26.33.22;1/1/5;95000
172.26.33.22;1/1/6;95000
172.26.33.221;1/1/1;Default
172.26.33.221;1/1/2;Default
172.26.33.221;1/1/5;95000
172.26.33.221;1/1/6;Default
172.26.33.23;1/1/1;Default
172.26.33.23;1/1/2;Default
172.26.33.23;1/1/5;95000
172.26.33.23;1/1/7;950000
172.26.33.24;1/1/1;Default
172.26.33.24;1/1/2;Default
172.26.33.24;1/1/5;95000
172.26.33.24;1/1/6;95000
172.26.33.26;1/1/1;Default
172.26.33.26;1/1/2;Default
172.26.33.26;1/1/5;95000
172.26.33.26;1/1/7;950000
172.26.33.25;1/1/1;Default
172.26.33.25;1/1/2;Default
172.26.33.25;1/1/5;95000
172.26.33.25;1/1/7;950000
172.26.33.224;1/1/1;277400
172.26.33.224;1/1/5;95000
172.26.33.224;1/1/6;Default
172.26.33.224;1/1/7;950000
172.26.33.166;1/1/1;Default
172.26.33.166;1/1/4;Default
172.26.33.28;1/1/1;Default
172.26.33.28;1/1/2;Default
172.26.33.28;1/1/5;95000
172.26.33.28;1/1/6;95000
172.26.33.28;1/1/7;950000
172.26.33.29;1/1/1;Default
172.26.33.29;1/1/2;Default
172.26.33.29;1/1/5;95000
172.26.33.29;1/1/6;95000
172.26.33.29;1/1/7;950000
172.26.33.27;1/1/1;Default
172.26.33.27;1/1/2;Default
172.26.33.27;1/1/3;Default
172.26.33.27;1/1/4;Default
172.26.33.27;1/1/5;Default
172.26.33.27;1/1/6;Default
172.26.33.38;1/1/1;950000
172.26.33.38;1/1/2;950000
172.26.33.38;1/1/5;95000
172.26.33.38;1/1/7;950000
172.26.33.34;1/1/1;Default
172.26.33.34;1/1/2;Default
172.26.33.34;1/1/5;95000
172.26.33.34;1/1/6;Default
172.26.33.34;1/1/7;Default
172.26.33.100;1/1/1;Default
172.26.33.100;1/1/2;Default
172.26.33.100;1/1/9;Default
172.26.33.146;1/1/1;Default
172.26.33.146;1/1/2;Default
172.26.33.146;1/1/9;Default
172.26.33.35;1/1/1;1000000
172.26.33.35;1/1/2;Default
172.26.33.35;1/1/5;95000
172.26.33.35;1/1/6;95000
172.26.33.35;1/1/7;Default
172.26.33.41;1/1/1;Default
172.26.33.41;1/1/2;Default
172.26.33.41;1/1/5;95000
172.26.33.41;1/1/6;Default
172.26.33.36;1/1/1;Default
172.26.33.36;1/1/2;950000
172.26.33.36;1/1/3;950000
172.26.33.36;1/1/9;95000
172.26.33.36;1/1/10;95000
172.26.33.43;1/1/1;Default
172.26.33.43;1/1/2;Default
172.26.33.43;1/1/5;95000
172.26.33.43;1/1/7;950000
172.26.33.44;1/1/1;950000
172.26.33.44;1/1/2;1000000
172.26.33.44;1/1/5;95000
172.26.33.44;1/1/7;950000
172.26.33.46;1/1/1;Default
172.26.33.46;1/1/2;Default
172.26.33.46;1/1/5;95000
172.26.33.46;1/1/7;Default
172.26.33.48;1/1/1;Default
172.26.33.48;1/1/2;Default
172.26.33.48;1/1/5;95000
172.26.33.48;1/1/7;950000
172.26.33.42;1/1/1;Default
172.26.33.42;1/1/2;Default
172.26.33.42;1/1/4;Default
172.26.33.42;1/1/5;95000
172.26.33.42;1/1/7;950000
172.26.33.47;1/1/1;Default
172.26.33.47;1/1/2;Default
172.26.33.47;1/1/5;95000
172.26.33.47;1/1/6;95000
172.26.33.47;1/1/7;950000
172.26.33.51;1/1/1;Default
172.26.33.51;1/1/2;Default
172.26.33.51;1/1/5;95000
172.26.33.51;1/1/7;950000
