172.26.32.209;1/1/1;-5,73;-2,00;-3,00;-10,00;-11,00;-12,98;-2,00;-3,00;-20,00;-22,01
172.26.32.209;1/1/2;-5,02;-2,00;-3,00;-10,00;-11,00;-9,29;-2,00;-3,00;-20,00;-22,01
172.26.32.207;1/1/1;-5,37;-2,00;-3,00;-10,00;-11,00;-8,56;-2,00;-3,00;-20,00;-22,01
172.26.32.207;1/1/2;-5,79;-2,00;-3,00;-10,00;-11,00;-7,53;-2,00;-3,00;-20,00;-22,01
172.26.32.207;1/1/8;-6,88;-2,00;-3,00;-9,00;-10,00;-9,40;-2,00;-3,00;-21,02;-22,01
172.26.32.43;1/1/1;-5,99;-2,00;-3,00;-9,00;-10,00;-8,93;-2,00;-3,00;-21,02;-22,01
172.26.32.43;1/1/2;-5,49;-2,00;-3,00;-9,00;-10,00;-10,28;-2,00;-3,00;-21,02;-22,01
172.26.32.43;1/1/4;-5,05;-2,00;-3,00;-9,00;-10,00;-7,12;-2,00;-3,00;-21,02;-22,01
172.26.32.21;1/1/1;-5,24;-2,00;-3,00;-9,00;-10,00;-8,34;-2,00;-3,00;-21,02;-22,01
172.26.32.21;1/1/2;-2,19;3,00;1,00;-5,50;-7,50;-11,61;0,00;-1,00;-21,49;-22,44
172.26.32.219;1/1/7;-6,49;-2,00;-3,00;-10,00;-11,00;-12,95;-2,00;-3,00;-20,00;-22,01
172.26.32.219;1/1/8;-5,48;-2,00;-3,00;-9,00;-10,00;-23,51;-2,00;-3,00;-20,00;-21,02
172.26.32.219;1/2/7;-6,96;-2,00;-3,00;-10,00;-11,00;-14,05;-2,00;-3,00;-20,00;-22,01
172.26.32.219;1/2/8;-5,37;-2,00;-3,00;-9,00;-10,00;-11,22;-2,00;-3,00;-20,00;-21,02
172.26.32.219;1/3/7;-6,17;-2,00;-3,00;-9,00;-10,00;-8,81;-2,00;-3,00;-21,02;-22,01
172.26.32.225;1/1/1;-2,49;3,00;1,00;-5,50;-7,50;-15,44;0,00;-1,00;-21,49;-22,44
172.26.32.247;1/1/5;-5,88;-2,00;-3,00;-9,00;-10,00;-8,12;-2,00;-3,00;-21,02;-22,01
172.26.32.215;1/1/7;-6,77;-2,00;-3,00;-10,00;-11,00;-11,49;-2,00;-3,00;-20,00;-22,01
172.26.32.215;1/2/7;-6,14;-2,00;-3,00;-10,00;-11,00;-11,38;-2,00;-3,00;-20,00;-22,01
172.26.32.215;1/2/8;-5,55;-1,00;-2,00;-10,50;-11,50;-12,53;0,27;-0,73;-18,73;-19,75
172.26.32.201;1/1/1;-5,58;-2,00;-3,00;-9,00;-10,00;-8,45;-2,00;-3,00;-21,02;-22,01
172.26.32.201;1/1/5;-2,26;3,00;1,00;-5,50;-7,50;-18,33;0,00;-1,00;-21,49;-22,44
172.26.32.201;1/1/6;-5,53;-2,00;-3,00;-9,00;-10,00;-8,23;-2,00;-3,00;-21,02;-22,01
172.26.32.201;1/1/7;-5,30;-2,00;-3,00;-10,00;-11,00;-6,85;-2,00;-3,00;-20,00;-22,01
172.26.32.201;1/1/8;-2,33;3,00;1,00;-5,50;-7,50;-6,17;0,00;-1,00;-21,49;-22,44
172.26.32.201;1/2/6;-5,59;-2,00;-3,00;-9,00;-10,00;-4,93;-2,00;-3,00;-21,02;-22,01
172.26.32.201;1/2/7;-5,78;-2,00;-3,00;-9,00;-10,00;-10,47;-2,00;-3,00;-21,02;-22,01
172.26.32.201;1/2/8;-6,59;-2,00;-3,00;-10,00;-11,00;-7,16;-2,00;-3,00;-20,00;-22,01
172.26.32.201;1/3/7;-5,80;-2,00;-3,00;-9,00;-10,00;-14,61;-2,00;-3,00;-21,02;-22,01
172.26.32.201;1/3/8;-2,62;3,00;1,00;-5,50;-7,50;-16,13;0,00;-1,00;-21,49;-22,44
172.26.32.201;1/4/7;-2,31;3,00;1,00;-5,50;-7,50;-21,02;0,00;-1,00;-21,49;-22,44
172.26.32.222;1/1/1;-6,75;-2,00;-3,00;-10,00;-11,00;-4,43;-2,00;-3,00;-20,00;-22,01
172.26.32.191;1/1/1;-2,38;2,00;1,00;-6,00;-7,00;-10,73;2,00;1,00;-24,95;-26,00
172.26.32.191;1/1/2;-6,50;-2,00;-3,00;-10,00;-11,00;-13,07;-2,00;-3,00;-20,00;-22,01
172.26.32.200;1/1/1;-5,58;-2,00;-3,00;-9,00;-10,00;-6,30;-2,00;-3,00;-21,02;-22,01
172.26.32.200;1/1/6;-5,56;-2,00;-3,00;-9,00;-10,00;-7,33;-2,00;-3,00;-21,02;-22,01
172.26.32.200;1/1/7;-6,47;-2,00;-3,00;-10,00;-11,00;-6,56;-2,00;-3,00;-20,00;-22,01
172.26.32.200;1/1/8;-2,19;3,00;1,00;-5,50;-7,50;-10,56;0,00;-1,00;-21,49;-22,44
172.26.32.200;1/2/6;-5,15;-2,00;-3,00;-9,00;-10,00;-5,58;-2,00;-3,00;-21,02;-22,01
172.26.32.200;1/2/7;-5,58;-2,00;-3,00;-9,00;-10,00;-7,37;-2,00;-3,00;-21,02;-22,01
172.26.32.200;1/2/8;-7,01;-2,00;-3,00;-10,00;-11,00;-6,64;-2,00;-3,00;-20,00;-22,01
172.26.32.200;1/3/7;-5,52;-2,00;-3,00;-9,00;-10,00;-10,21;-2,00;-3,00;-21,02;-22,01
172.26.32.200;1/3/8;-4,90;-2,00;-3,00;-10,00;-11,00;-14,61;-2,00;-3,00;-20,00;-22,01
172.26.32.200;1/4/7;-6,20;-2,00;-3,00;-10,00;-11,00;-7,44;-2,00;-3,00;-20,00;-22,01
172.26.32.200;1/4/8;-5,72;-2,00;-3,00;-9,00;-10,00;-14,02;-2,00;-3,00;-21,02;-22,01
172.26.41.3;1/1/1;-2,18;3,00;1,00;-5,50;-7,50;-13,62;0,00;-1,00;-21,49;-22,44
172.26.41.3;1/1/2;-6,52;-2,00;-3,00;-10,00;-11,00;-10,14;-2,00;-3,00;-20,00;-22,01
172.26.41.3;1/1/3;-2,01;1,00;0,00;-5,00;-6,00;-13,45;-2,00;-3,00;-23,01;-23,98
172.26.32.220;1/1/1;-2,21;3,00;1,00;-5,50;-7,50;-17,42;0,00;-1,00;-21,49;-22,44
172.26.32.208;1/1/1;-6,37;-2,00;-3,00;-10,00;-11,00;-9,01;-2,00;-3,00;-20,00;-22,01
172.26.41.3;1/1/10;-5,56;-2,00;-3,00;-10,00;-11,00;-5,16;-2,00;-3,00;-20,00;-22,01
172.26.32.220;1/1/2;-2,25;3,00;1,00;-5,50;-7,50;-17,14;0,00;-1,00;-21,49;-22,44
172.26.41.3;1/2/10;-5,39;-2,00;-3,00;-10,00;-11,00;-7,34;-2,00;-3,00;-20,00;-22,01
172.26.32.208;1/1/2;-5,64;-2,00;-3,00;-9,00;-10,00;-9,57;-2,00;-3,00;-21,02;-22,01
172.26.32.210;1/1/1;-5,49;-1,00;-2,00;-10,50;-11,50;-8,09;0,27;-0,73;-18,73;-19,75
172.26.32.210;1/1/2;-5,74;-2,00;-3,00;-10,00;-11,00;-13,60;-2,00;-3,00;-20,00;-22,01
172.26.32.210;1/1/3;-5,99;-2,00;-3,00;-9,00;-10,00;-9,71;-2,00;-3,00;-21,02;-22,01
172.26.32.210;1/1/4;-5,55;-2,00;-3,00;-9,00;-10,00;-5,69;-2,00;-3,00;-21,02;-22,01
172.26.32.22;1/1/1;-2,01;3,00;1,00;-5,50;-7,50;-11,10;0,00;-1,00;-21,49;-22,44
172.26.32.22;1/1/2;-6,67;-2,00;-3,00;-9,00;-10,00;-14,81;-2,00;-3,00;-21,02;-22,01
172.26.32.22;1/1/3;-5,07;-2,00;-3,00;-10,00;-11,00;-8,50;-2,00;-3,00;-20,00;-22,01
172.26.32.237;1/1/1;-5,86;-2,00;-3,00;-10,00;-11,00;-9,69;-2,00;-3,00;-20,00;-22,01
172.26.32.212;1/1/7;-5,25;-2,00;-3,00;-9,00;-10,00;-14,89;-2,00;-3,00;-21,02;-22,01
172.26.32.212;1/1/8;-5,36;-2,00;-3,00;-9,00;-10,00;-5,16;-2,00;-3,00;-21,02;-22,01
172.26.32.212;1/2/7;-6,17;-2,00;-3,00;-10,00;-11,00;-5,69;-2,00;-3,00;-20,00;-22,01
172.26.32.212;1/2/8;-6,05;-2,00;-3,00;-10,00;-11,00;-8,23;-2,00;-3,00;-20,00;-22,01
172.26.32.212;1/3/7;-4,11;1,00;-1,00;-11,50;-13,50;-13,93;0,70;-1,00;-20,00;-23,98
172.26.32.212;1/3/8;-5,90;-2,00;-3,00;-10,00;-11,00;-7,56;-2,00;-3,00;-20,00;-22,01
172.26.32.212;1/4/7;-5,94;-2,00;-3,00;-10,00;-11,00;-7,57;-2,00;-3,00;-20,00;-22,01
172.26.32.212;1/4/8;-2,11;3,00;1,00;-5,50;-7,50;-18,51;0,00;-1,00;-21,49;-22,44
172.26.41.4;1/1/1;-1,99;1,00;0,00;-5,00;-6,00;-15,16;-2,00;-3,00;-23,02;-23,98
172.26.41.4;1/1/2;-2,14;1,00;0,00;-5,00;-6,00;-9,34;-2,00;-3,00;-23,00;-23,98
172.26.41.4;1/1/3;-2,36;1,00;0,00;-5,00;-6,00;-12,14;-2,00;-3,00;-23,01;-23,98
172.26.41.4;1/1/10;-5,76;-2,00;-3,00;-10,00;-11,00;-5,35;-2,00;-3,00;-20,00;-22,01
172.26.41.4;1/2/10;-6,32;-2,00;-3,00;-10,00;-11,00;-7,85;-2,00;-3,00;-20,00;-22,01
172.26.32.223;1/1/1;-6,84;-2,00;-3,00;-10,00;-11,00;-5,43;-2,00;-3,00;-20,00;-22,01
172.26.32.228;1/1/1;-5,23;-2,00;-3,00;-10,00;-11,00;-11,34;-2,00;-3,00;-20,00;-22,01
172.26.32.228;1/1/2;-2,16;3,00;1,00;-5,50;-7,50;-20,51;0,00;-1,00;-21,49;-22,44
172.26.32.242;1/1/1;-6,38;-2,00;-3,00;-9,00;-10,00;-6,74;-2,00;-3,00;-21,02;-22,01
172.26.32.226;1/1/1;-5,32;-2,00;-3,00;-9,00;-10,00;-7,29;-2,00;-3,00;-21,02;-22,01
172.26.32.226;1/1/2;-2,56;3,00;1,00;-5,50;-7,50;-8,29;0,00;-1,00;-21,49;-22,44
172.26.32.234;1/1/1;-5,22;-2,00;-3,00;-10,00;-11,00;-7,64;-2,00;-3,00;-20,00;-22,01
172.26.32.234;1/1/2;-2,26;3,00;1,00;-5,50;-7,50;-7,08;0,00;-1,00;-21,49;-22,44
172.26.41.5;1/1/1;-2,36;2,00;1,00;-6,00;-7,00;-13,58;2,00;1,00;-24,94;-26,02
172.26.41.5;1/1/2;-5,60;-2,00;-3,00;-9,00;-10,00;-7,66;-2,00;-3,00;-21,02;-22,01
172.26.32.23;1/1/1;-6,14;-2,00;-3,00;-10,00;-11,00;-10,40;-2,00;-3,00;-20,00;-22,01
172.26.32.23;1/1/2;-2,27;3,00;1,00;-5,50;-7,50;-7,90;0,00;-1,00;-21,49;-22,44
172.26.41.12;1/1/1;-5,60;-2,00;-3,00;-9,00;-10,00;-9,00;-2,00;-3,00;-21,02;-22,01
172.26.41.12;1/1/2;-2,10;3,00;1,00;-5,50;-7,50;-9,85;0,00;-1,00;-21,49;-22,44
172.26.41.10;1/1/1;-5,52;-2,00;-3,00;-9,00;-10,00;-10,42;-2,00;-3,00;-21,02;-22,01
172.26.41.10;1/1/2;-2,30;2,00;1,00;-6,00;-7,00;-10,32;2,00;1,00;-24,93;-26,00
172.26.41.6;1/1/1;-5,62;-2,00;-3,00;-9,00;-10,00;-8,20;-2,00;-3,00;-21,02;-22,01
172.26.41.6;1/1/2;-5,51;-2,00;-3,00;-9,00;-10,00;-7,02;-2,00;-3,00;-21,02;-22,01
172.26.32.238;1/1/1;-5,45;-2,00;-3,00;-10,00;-11,00;-15,14;-2,00;-3,00;-20,00;-22,01
172.26.32.238;1/1/2;-6,68;-2,00;-3,00;-9,00;-10,00;-12,89;-2,00;-3,00;-21,02;-22,01
172.26.32.24;1/1/1;-6,01;-2,00;-3,00;-10,00;-11,00;-7,46;-2,00;-3,00;-20,00;-22,01
172.26.32.24;1/1/2;-2,30;3,00;1,00;-5,50;-7,50;-10,00;0,00;-1,00;-21,49;-22,44
172.26.32.24;1/1/3;-6,50;-2,00;-3,00;-9,00;-10,00;-6,93;-2,00;-3,00;-21,02;-22,01
172.26.41.8;1/1/1;-5,54;-2,00;-3,00;-9,00;-10,00;-8,01;-2,00;-3,00;-21,02;-22,01
172.26.41.8;1/1/2;-2,25;2,00;1,00;-6,00;-7,00;-9,75;2,00;1,00;-24,94;-26,01
172.26.32.28;1/1/1;-2,21;3,00;1,00;-5,50;-7,50;-8,15;0,00;-1,00;-21,49;-22,44
172.26.41.16;1/1/1;-2,06;3,00;1,00;-5,50;-7,50;-11,51;0,00;-1,00;-21,49;-22,44
172.26.32.28;1/1/2;-5,84;-2,00;-3,00;-9,00;-10,00;-11,57;-2,00;-3,00;-21,02;-22,01
172.26.41.16;1/1/3;-5,29;-2,00;-3,00;-9,00;-10,00;-7,99;-2,00;-3,00;-21,02;-22,01
172.26.41.16;1/1/10;;;;;;;;;;
172.26.41.11;1/1/1;-5,64;-2,00;-3,00;-9,00;-10,00;-5,26;-2,00;-3,00;-21,02;-22,01
172.26.41.11;1/1/2;-5,17;-2,00;-3,00;-9,00;-10,00;-8,63;-2,00;-3,00;-21,02;-22,01
172.26.41.7;1/1/1;-5,88;-2,00;-3,00;-10,00;-11,00;-4,18;-2,00;-3,00;-20,00;-22,01
172.26.41.7;1/1/2;-5,52;-2,00;-3,00;-9,00;-10,00;-7,77;-2,00;-3,00;-21,02;-22,01
172.26.41.7;1/1/3;-5,52;-2,00;-3,00;-9,00;-10,00;-11,17;-2,00;-3,00;-21,02;-22,01
172.26.32.26;1/1/1;-6,52;-2,00;-3,00;-10,00;-11,00;-6,37;-2,00;-3,00;-20,00;-22,01
172.26.32.26;1/1/2;-4,93;-2,00;-3,00;-9,00;-10,00;-11,67;-2,00;-3,00;-21,02;-22,01
172.26.32.29;1/1/1;-2,28;3,00;1,00;-5,50;-7,50;-7,03;0,00;-1,00;-21,49;-22,44
172.26.32.29;1/1/2;-5,29;-2,00;-3,00;-9,00;-10,00;-10,55;-2,00;-3,00;-21,02;-22,01
172.26.32.31;1/1/1;-2,19;3,00;1,00;-5,50;-7,50;-12,50;0,00;-1,00;-21,49;-22,44
172.26.32.31;1/1/2;-6,06;-2,00;-3,00;-9,00;-10,00;-10,86;-2,00;-3,00;-21,02;-22,01
172.26.32.246;1/1/1;-5,45;-2,00;-3,00;-9,00;-10,00;-5,16;-2,00;-3,00;-21,02;-22,01
172.26.32.27;1/1/1;-2,32;3,00;1,00;-5,50;-7,50;-11,02;0,00;-1,00;-21,49;-22,44
172.26.32.27;1/1/2;-2,05;3,00;1,00;-5,50;-7,50;-14,62;0,00;-1,00;-21,49;-22,44
172.26.32.32;1/1/1;-5,12;-2,00;-3,00;-10,00;-11,00;-10,34;-2,00;-3,00;-20,00;-22,01
172.26.32.32;1/1/2;-4,78;-2,00;-3,00;-10,00;-11,00;-10,24;-2,00;-3,00;-20,00;-22,01
172.26.32.33;1/1/1;-5,58;-2,00;-3,00;-9,00;-10,00;-14,66;-2,00;-3,00;-21,02;-22,01
172.26.32.33;1/1/2;-1,70;1,00;0,00;-5,00;-6,00;-6,84;-2,00;-3,00;-23,02;-23,98
172.26.32.34;1/1/1;-2,20;3,00;1,00;-5,50;-7,50;-8,12;0,00;-1,00;-21,49;-22,44
172.26.32.34;1/1/2;-2,15;3,00;1,00;-5,50;-7,50;-10,58;0,00;-1,00;-21,49;-22,44
172.26.32.36;1/1/1;-6,03;-2,00;-3,00;-9,00;-10,00;-7,25;-2,00;-3,00;-21,02;-22,01
172.26.32.36;1/1/2;-2,34;1,00;0,00;-5,00;-6,00;-13,22;-2,00;-3,00;-23,02;-23,98
172.26.32.35;1/1/1;-5,52;-1,00;-2,00;-10,50;-11,50;-8,70;0,27;-0,73;-18,73;-19,75
172.26.32.35;1/1/2;-5,52;-1,00;-2,00;-10,50;-11,50;-12,20;0,27;-0,73;-18,73;-19,75
172.26.32.38;1/1/1;-5,32;-2,00;-3,00;-9,00;-10,00;-9,63;-2,00;-3,00;-21,02;-22,01
172.26.32.38;1/1/2;-5,52;-2,00;-3,00;-9,00;-10,00;-8,55;-2,00;-3,00;-21,02;-22,01
172.26.32.50;1/1/1;-2,24;3,00;1,00;-5,50;-7,50;-6,84;0,00;-1,00;-21,49;-22,44
172.26.32.50;1/1/2;-5,25;-2,00;-3,00;-9,00;-10,00;-9,03;-2,00;-3,00;-21,02;-22,01
172.26.32.6;1/1/1;-2,37;3,00;1,00;-5,50;-7,50;-11,49;0,00;-1,00;-21,49;-22,44
172.26.32.6;1/1/2;-5,94;-2,00;-3,00;-9,00;-10,00;-6,96;-2,00;-3,00;-21,02;-22,01
172.26.32.7;1/1/1;-4,87;-2,00;-3,00;-9,00;-10,00;-8,72;-2,00;-3,00;-21,02;-22,01
172.26.32.7;1/1/2;-5,71;-2,00;-3,00;-9,00;-10,00;-14,05;-2,00;-3,00;-21,02;-22,01
172.26.32.5;1/1/1;-2,20;3,00;1,00;-5,50;-7,50;-14,33;0,00;-1,00;-21,49;-22,44
172.26.32.5;1/1/2;-5,72;-2,00;-3,00;-10,00;-11,00;-5,24;-2,00;-3,00;-20,00;-22,01
172.26.32.8;1/1/1;-2,12;3,00;1,00;-5,50;-7,50;-11,43;0,00;-1,00;-21,49;-22,44
172.26.32.8;1/1/2;-6,34;-2,00;-3,00;-10,00;-11,00;-10,61;-2,00;-3,00;-20,00;-22,01
172.26.41.9;1/1/1;-5,60;-2,00;-3,00;-9,00;-10,00;-8,14;-2,00;-3,00;-21,02;-22,01
172.26.34.115;1/1/1;-5,56;-2,50;-3,00;-9,00;-9,50;-4,56;-1,50;-2,00;-22,01;-23,01
172.26.41.9;1/1/3;-5,67;-2,00;-3,00;-9,00;-10,00;-7,66;-2,00;-3,00;-21,02;-22,01
172.26.34.115;1/1/3;-5,41;-1,00;-2,00;-10,50;-11,50;-2,87;0,27;-0,73;-18,73;-19,75
172.26.41.9;1/1/4;-5,52;-2,00;-3,00;-9,00;-10,00;-5,07;-2,00;-3,00;-21,02;-22,01
172.26.33.101;1/1/1;-2,06;3,00;1,00;-5,50;-7,50;-13,82;0,00;-1,00;-21,49;-22,44
172.26.33.101;1/1/2;-5,45;-2,00;-3,00;-10,00;-11,00;-8,91;-2,00;-3,00;-20,00;-22,01
172.26.33.103;1/1/1;-2,57;3,00;1,00;-5,50;-7,50;-9,84;0,00;-1,00;-21,49;-22,44
172.26.33.103;1/1/2;-6,35;-2,00;-3,00;-10,00;-11,00;-10,63;-2,00;-3,00;-20,00;-22,01
172.26.33.10;1/1/1;-6,20;-2,00;-3,00;-10,00;-11,00;-8,50;-2,00;-3,00;-20,00;-22,01
172.26.33.10;1/1/2;-5,86;-2,00;-3,00;-10,00;-11,00;-12,14;-2,00;-3,00;-20,00;-22,01
172.26.33.121;1/1/1;-5,22;-2,00;-3,00;-9,00;-10,00;-9,66;-2,00;-3,00;-20,00;-21,02
172.26.33.11;1/1/1;-2,24;3,00;1,00;-5,50;-7,50;-6,06;0,00;-1,00;-21,49;-22,44
172.26.32.44;1/1/5;-5,51;-2,00;-3,00;-9,00;-10,00;-6,18;-2,00;-3,00;-21,02;-22,01
172.26.33.11;1/1/2;-6,10;-2,00;-3,00;-10,00;-11,00;-8,02;-2,00;-3,00;-20,00;-22,01
172.26.33.102;1/1/1;-6,84;-2,00;-3,00;-10,00;-11,00;-8,99;-2,00;-3,00;-20,00;-22,01
172.26.32.44;1/1/7;-5,08;-3,10;-4,10;-6,10;-7,10;-6,24;-3,00;-6,00;-17,00;-20,00
172.26.33.102;1/1/2;-2,05;3,00;1,00;-5,50;-7,50;-13,34;0,00;-1,00;-21,49;-22,44
172.26.32.46;1/1/1;-5,35;-2,00;-3,00;-9,00;-10,00;-13,77;-2,00;-3,00;-21,02;-22,01
172.26.32.46;1/1/2;-5,27;-2,00;-3,00;-9,00;-10,00;-19,63;-2,00;-3,00;-21,02;-22,01
172.26.33.104;1/1/1;-5,14;-2,00;-3,00;-10,00;-11,00;-10,59;-2,00;-3,00;-20,00;-22,01
172.26.33.104;1/1/2;-5,37;-2,00;-3,00;-10,00;-11,00;-10,71;-2,00;-3,00;-20,00;-22,01
172.26.32.9;1/1/1;-5,33;-2,00;-3,00;-9,00;-10,00;-7,14;-2,00;-3,00;-21,02;-22,01
172.26.32.9;1/1/2;-5,49;-2,00;-3,00;-9,00;-10,00;-9,85;-2,00;-3,00;-21,02;-22,01
172.26.33.12;1/1/1;-5,14;-2,00;-3,00;-10,00;-11,00;-8,46;-2,00;-3,00;-20,00;-22,01
172.26.33.12;1/1/2;-5,59;-2,00;-3,00;-9,00;-10,00;-12,91;-2,00;-3,00;-21,02;-22,01
172.26.33.122;1/1/1;-5,14;-2,00;-3,00;-9,00;-10,00;-7,53;-2,00;-3,00;-20,00;-21,02
172.26.33.123;1/1/1;-5,15;-2,00;-3,00;-9,00;-10,00;-10,34;-2,00;-3,00;-20,00;-21,02
172.26.33.112;1/1/1;-5,56;-1,00;-2,00;-10,50;-11,50;-6,06;0,27;-0,73;-18,73;-19,75
172.26.33.112;1/1/2;-5,21;-2,00;-3,00;-9,00;-10,00;-6,63;-2,00;-3,00;-21,02;-22,01
172.26.33.112;1/1/5;-5,84;-2,00;-3,00;-10,00;-11,00;-9,30;-2,00;-3,00;-20,00;-22,01
172.26.33.130;1/1/1;-5,79;-2,00;-3,00;-10,00;-11,00;-8,53;-2,00;-3,00;-20,00;-22,01
172.26.33.130;1/1/2;-5,35;-2,00;-3,00;-10,00;-11,00;-7,26;-2,00;-3,00;-20,00;-22,01
172.26.33.124;1/1/1;-5,25;-2,00;-3,00;-9,00;-10,00;-10,14;-2,00;-3,00;-19,99;-21,02
172.26.33.124;1/1/3;-5,18;-2,00;-3,00;-9,00;-10,00;-8,17;-2,00;-3,00;-21,02;-22,01
172.26.33.129;1/1/1;-2,15;3,00;1,00;-5,50;-7,50;-7,88;0,00;-1,00;-21,49;-22,44
172.26.33.129;1/1/2;-2,37;3,00;1,00;-5,50;-7,50;-4,38;0,00;-1,00;-21,49;-22,44
